session_id,AnagramsOrder10,AvailOrder10,ELMOrder10,PowerOrder10,SESDOrder10,WeightOrder10,CredentialOrder10,MetaphorOrder10,StroopOrder10,WarmthOrder10
7505175,2,10,9,8,1,3,6,4,7,5
7505245,5,1,NA,NA,4,NA,2,NA,3,6
7505256,5,6,10,8,2,3,1,4,7,9
7505258,5,9,10,4,1,7,2,6,3,8
7505273,2,1,7,4,8,10,6,9,3,5
7505336,8,9,4,1,3,6,2,5,7,10
7505399,7,8,5,2,4,9,1,10,6,3
7506252,4,1,NA,3,2,NA,6,NA,5,7
7506371,7,4,NA,2,5,NA,6,NA,3,1
7506379,2,NA,NA,NA,NA,NA,3,NA,NA,1
7506526,7,2,NA,6,5,NA,3,NA,1,4
7506846,8,10,1,2,4,6,3,7,5,9
7506847,9,4,1,6,8,3,7,2,5,10
7506850,9,10,6,5,3,2,8,1,4,7
7506948,4,NA,NA,NA,2,NA,3,NA,NA,1
7506953,3,5,2,8,1,9,4,10,7,6
7507005,1,NA,NA,NA,2,NA,4,NA,NA,3
7507052,2,10,7,4,3,5,1,6,8,9
7507054,7,4,9,10,1,6,2,5,8,3
7507063,5,8,6,7,9,3,1,4,2,10
7507101,3,2,NA,5,7,NA,1,NA,4,6
7507126,1,4,10,5,3,8,6,9,2,7
7507129,10,2,9,4,1,6,8,7,3,5
7507155,9,7,8,2,10,6,1,5,4,3
7507157,5,8,9,4,6,1,7,2,3,10
7507167,9,10,3,4,2,6,7,5,8,1
7507241,2,1,3,9,5,8,10,7,4,6
7507255,10,2,7,6,8,5,3,4,9,1
7507256,9,1,10,8,4,3,7,2,5,6
7507259,5,10,2,7,3,8,4,9,6,1
7507287,6,1,7,5,10,8,2,9,4,3
7507289,7,9,5,4,8,2,6,3,1,10
7507293,1,5,7,8,6,4,2,3,10,9
7507300,5,3,10,6,9,1,7,2,8,4
7507332,6,1,NA,4,5,NA,2,NA,3,7
7507368,10,2,3,8,7,5,4,6,1,9
7507374,7,8,10,6,5,3,1,4,9,2
7507383,4,5,10,1,6,3,8,2,9,7
7507387,3,8,5,4,10,2,7,1,6,9
7507388,3,2,1,6,5,8,10,7,9,4
7507409,9,2,1,8,6,4,3,5,7,10
7507410,8,1,6,3,2,9,7,10,4,5
7507419,5,7,10,8,9,2,1,3,6,4
7507527,5,4,9,6,2,7,1,8,10,3
7507530,1,10,2,5,9,7,4,6,8,3
7507540,4,6,5,7,1,3,9,2,10,8
7507563,4,7,6,5,2,8,1,9,3,10
7507577,1,2,9,8,5,7,4,6,3,10
7507582,4,9,6,10,5,8,1,7,2,3
7507585,10,9,4,6,3,8,5,7,2,1
7507612,2,9,6,3,10,7,4,8,1,5
7507613,6,9,8,5,1,3,10,2,7,4
7507615,3,9,10,4,7,6,2,5,8,1
7507638,8,6,2,10,7,4,5,3,1,9
7507639,1,5,6,9,8,2,4,3,7,10
7507680,3,10,1,4,2,8,7,9,6,5
7507791,10,6,3,2,4,8,1,9,5,7
7507792,6,5,10,7,3,9,4,8,1,2
7507797,6,7,9,8,3,4,2,5,1,10
7507802,10,7,1,8,3,4,9,5,2,6
7507804,10,3,9,8,5,2,7,1,6,4
7507806,7,1,8,4,3,9,2,10,6,5
7507832,9,4,2,6,3,7,1,8,5,10
7507838,8,4,2,6,1,9,7,10,3,5
7507839,7,10,1,9,6,3,5,2,4,8
7507850,8,9,2,3,7,5,10,4,6,1
7507913,5,4,2,10,3,6,1,7,8,9
7508006,4,5,6,3,7,8,1,9,2,10
7508008,1,8,3,2,6,5,9,4,7,10
7508009,4,5,10,9,3,7,1,8,2,6
7508058,1,4,5,9,10,7,2,8,3,6
7508066,10,1,4,2,5,7,9,6,8,3
7508114,2,5,4,9,1,7,3,6,8,10
7508116,9,8,2,1,4,7,5,6,10,3
7508119,5,4,1,2,10,8,6,9,3,7
7508195,8,7,10,5,3,1,9,2,4,6
7508329,3,8,4,1,6,10,7,9,2,5
7508626,2,4,NA,3,1,NA,7,NA,5,6
7509069,6,3,NA,7,1,NA,5,NA,2,4
7509394,8,6,2,4,7,NA,1,NA,3,5
7509415,1,5,NA,6,7,NA,3,NA,4,2
7509462,3,7,NA,6,4,NA,5,NA,2,1
7509474,4,2,5,10,9,8,6,7,3,1
7509869,5,6,4,2,3,7,9,8,1,10
7510231,1,5,4,9,8,3,10,2,7,6
7510263,10,5,7,3,4,9,6,8,2,1
7510332,4,7,3,1,2,9,6,10,5,8
7510340,10,9,4,3,1,8,2,7,6,5
7510347,5,1,8,9,10,6,4,7,3,2
7510463,10,4,7,5,6,3,1,2,9,8
7510469,4,2,5,6,1,8,7,9,3,10
7510471,6,7,5,4,9,1,3,2,10,8
7510509,7,4,6,3,2,10,1,9,5,8
7510528,1,3,NA,2,5,NA,6,NA,4,7
7510630,2,4,8,5,6,NA,7,NA,3,1
7510731,2,4,9,1,8,7,3,6,10,5
7510753,3,9,4,2,1,8,10,7,6,5
7510754,8,3,7,2,5,9,6,10,4,1
7510758,2,7,8,1,3,5,10,6,4,9
7510835,6,3,5,1,2,8,10,9,4,7
7510985,2,9,10,3,8,5,7,6,4,1
7510988,7,8,3,1,5,9,6,10,2,4
7511043,10,1,6,5,2,4,9,3,7,8
7511091,3,4,5,10,1,9,7,8,2,6
7511106,10,3,7,1,6,4,8,5,2,9
7511179,3,1,9,7,6,4,10,5,8,2
7511190,4,5,10,3,2,6,8,7,1,9
7511453,1,6,4,5,8,10,7,9,2,3
7511456,5,3,7,4,2,9,6,8,1,10
7511458,9,1,5,6,2,3,7,4,8,10
7512013,2,3,NA,1,4,NA,7,NA,6,5
7514113,1,5,NA,2,4,NA,3,NA,6,7
7514484,7,4,NA,5,6,NA,1,NA,2,3
7515270,4,1,NA,6,5,NA,3,NA,7,2
7515362,3,2,NA,7,5,NA,1,NA,6,4
7515483,3,1,NA,5,2,NA,6,NA,4,7
7515787,1,5,NA,7,3,NA,4,NA,2,6
7515831,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7518110,1,10,2,9,4,6,8,5,3,7
7518228,4,6,3,1,10,8,2,9,5,7
7518249,6,1,NA,2,7,NA,5,NA,4,3
7518250,5,2,NA,7,3,NA,1,NA,6,4
7518251,7,1,NA,4,6,NA,3,NA,5,2
7518252,5,2,NA,1,4,NA,7,NA,6,3
7518253,5,2,NA,1,6,NA,7,NA,3,4
7518254,2,5,NA,1,3,NA,7,NA,6,4
7518255,5,1,NA,2,7,NA,6,NA,4,3
7518256,4,7,NA,5,2,NA,1,NA,6,3
7518257,2,1,NA,7,6,NA,4,NA,5,3
7518258,4,5,NA,7,1,NA,2,NA,6,3
7518260,2,NA,NA,NA,1,NA,NA,NA,NA,NA
7518261,6,4,NA,1,7,NA,5,NA,3,2
7518262,3,5,NA,4,1,NA,2,NA,6,7
7518263,2,NA,NA,1,NA,NA,NA,NA,NA,NA
7518264,6,1,NA,5,2,NA,7,NA,4,3
7518265,4,2,NA,3,1,NA,6,NA,7,5
7518266,3,2,NA,5,7,NA,4,NA,1,6
7518268,6,5,NA,3,4,NA,7,NA,1,2
7518269,3,6,NA,7,1,NA,5,NA,2,4
7518270,2,5,NA,3,6,NA,1,NA,NA,4
7518271,3,7,NA,1,6,NA,2,NA,5,4
7518272,7,2,NA,4,5,NA,6,NA,1,3
7518273,2,7,NA,4,5,NA,3,NA,6,1
7518274,2,1,NA,7,3,NA,4,NA,6,5
7518275,3,1,NA,4,5,NA,2,NA,7,6
7518276,6,7,NA,4,5,NA,2,NA,3,1
7518277,5,2,NA,7,3,NA,4,NA,1,6
7518278,3,4,NA,6,5,NA,7,NA,1,2
7518280,7,5,NA,1,4,NA,3,NA,6,2
7518281,2,6,NA,3,4,NA,5,NA,1,7
7518282,6,2,NA,5,7,NA,4,NA,1,3
7518283,2,NA,NA,NA,3,NA,NA,NA,1,NA
7518284,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7518285,5,2,NA,1,4,NA,3,NA,6,7
7518286,2,3,NA,NA,1,NA,NA,NA,NA,NA
7518287,3,NA,NA,NA,1,NA,5,NA,2,4
7518288,6,1,NA,7,5,NA,2,NA,3,4
7518289,5,7,NA,4,2,NA,6,NA,1,3
7518290,3,4,NA,6,2,NA,5,NA,1,7
7518291,4,1,NA,5,2,NA,6,NA,7,3
7518292,2,1,NA,3,5,NA,4,NA,6,7
7518293,7,3,NA,6,1,NA,2,NA,5,4
7518294,1,3,NA,2,6,NA,5,NA,7,4
7518295,1,5,NA,2,4,NA,NA,NA,NA,3
7518297,5,2,NA,3,6,NA,7,NA,4,1
7518299,7,1,NA,2,6,NA,5,NA,4,3
7518300,1,5,NA,6,7,NA,4,NA,3,2
7518301,7,4,NA,2,6,NA,5,NA,1,3
7518302,2,7,NA,5,1,NA,6,NA,3,4
7518303,1,3,NA,7,6,NA,5,NA,2,4
7518304,2,3,NA,NA,NA,NA,NA,NA,1,NA
7518305,4,NA,NA,2,5,NA,1,NA,NA,3
7518306,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7518307,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7518308,6,1,NA,3,5,NA,4,NA,7,2
7518309,3,6,NA,4,2,NA,1,NA,7,5
7518310,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7518312,1,2,NA,NA,4,NA,NA,NA,3,NA
7518313,2,5,NA,3,6,NA,7,NA,1,4
7518314,1,7,NA,5,4,NA,2,NA,6,3
7518315,7,1,NA,2,3,NA,4,NA,6,5
7518316,2,6,NA,7,1,NA,5,NA,4,3
7518318,1,3,NA,4,2,NA,5,NA,7,6
7518320,4,3,NA,7,1,NA,6,NA,5,2
7518321,NA,NA,NA,NA,NA,NA,2,NA,NA,1
7518322,7,5,NA,2,1,NA,6,NA,4,3
7518323,4,2,NA,5,3,NA,7,NA,6,1
7518325,2,7,NA,6,5,NA,4,NA,3,1
7518326,4,5,NA,3,1,NA,7,NA,2,6
7518327,4,3,NA,1,2,NA,7,NA,6,5
7518329,4,6,NA,2,7,NA,1,NA,5,3
7518332,1,5,NA,7,6,NA,2,NA,4,3
7518333,3,7,NA,4,2,NA,1,NA,5,6
7518334,5,7,NA,2,3,NA,6,NA,4,1
7518335,4,2,NA,7,6,NA,1,NA,5,3
7518336,6,2,NA,7,3,NA,5,NA,1,4
7518337,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7518338,1,7,NA,2,6,NA,4,NA,5,3
7518339,NA,NA,NA,2,3,NA,1,NA,NA,NA
7518341,2,5,NA,1,7,NA,3,NA,4,6
7518342,2,1,NA,3,7,NA,6,NA,4,5
7518343,1,7,NA,2,4,NA,3,NA,5,6
7518344,2,4,NA,1,3,NA,6,NA,5,7
7518345,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7518346,7,1,NA,3,2,NA,4,NA,5,6
7518347,2,5,NA,6,7,NA,3,NA,4,1
7518349,1,4,NA,2,6,NA,5,NA,7,3
7518350,3,4,NA,5,7,NA,2,NA,6,1
7518351,2,7,NA,5,1,NA,3,NA,6,4
7518355,6,4,NA,7,2,NA,1,NA,3,5
7518357,3,7,NA,1,4,NA,2,NA,6,5
7518358,6,2,NA,7,5,NA,4,NA,3,1
7518359,5,7,NA,1,3,NA,2,NA,6,4
7518361,1,5,NA,2,3,NA,6,NA,7,4
7518362,2,3,NA,1,6,NA,5,NA,4,7
7518363,5,3,NA,1,2,NA,7,NA,4,6
7518364,7,1,NA,2,4,NA,6,NA,5,3
7518365,5,7,NA,6,1,NA,4,NA,3,2
7518366,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7518370,7,6,NA,3,1,NA,5,NA,4,2
7518372,7,6,NA,1,5,NA,4,NA,2,3
7518373,1,2,NA,5,6,NA,3,NA,7,4
7518377,1,4,NA,2,5,NA,3,NA,7,6
7518378,2,NA,NA,NA,NA,NA,NA,NA,1,3
7518379,5,4,NA,6,3,NA,2,NA,1,7
7518386,1,6,NA,4,5,NA,3,NA,7,2
7518387,4,6,NA,5,3,NA,2,NA,1,7
7518389,6,7,NA,5,3,NA,1,NA,4,2
7518408,2,4,NA,6,7,NA,1,NA,5,3
7518409,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
7518414,6,7,NA,5,4,NA,2,NA,1,3
7518427,6,7,NA,2,4,NA,3,NA,5,1
7518430,5,7,NA,1,2,NA,3,NA,4,6
7518435,6,7,NA,3,2,NA,5,NA,1,4
7518443,2,3,NA,5,6,NA,4,NA,1,7
7518461,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7518465,1,3,NA,4,7,NA,2,NA,5,6
7518480,6,2,NA,3,5,NA,1,NA,7,4
7518481,6,4,NA,3,1,NA,2,NA,5,7
7518507,2,5,6,4,10,8,9,7,1,3
7518520,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7518528,4,1,NA,7,2,NA,3,NA,6,5
7518534,2,5,NA,1,4,NA,6,NA,3,7
7518538,1,3,NA,7,5,NA,4,NA,2,6
7518540,3,2,NA,7,1,NA,5,NA,4,6
7518556,2,6,NA,5,4,NA,7,NA,3,1
7518624,4,6,NA,2,1,NA,5,NA,3,NA
7518671,2,NA,NA,NA,3,NA,NA,NA,NA,1
7518688,7,3,NA,5,2,NA,4,NA,1,6
7518781,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
7518828,4,3,1,5,7,9,8,10,6,2
7518862,9,6,3,7,2,4,10,5,1,8
7518887,9,8,6,7,10,5,1,4,2,3
7519048,4,NA,NA,NA,3,NA,2,NA,1,NA
7519056,8,7,2,6,4,10,3,9,1,5
7519058,8,6,2,4,1,9,5,10,7,3
7519066,8,5,6,4,3,10,7,9,2,1
7519078,6,10,5,7,1,3,2,4,9,8
7519083,6,2,NA,5,7,NA,1,NA,4,3
7519220,7,9,5,1,6,3,2,4,8,10
7519221,2,8,6,1,3,NA,5,NA,7,4
7519233,10,9,1,7,3,4,8,5,6,2
7519235,4,2,5,9,8,7,1,6,3,10
7519236,5,9,3,10,7,1,4,2,6,8
7519249,1,3,10,5,4,8,2,7,6,9
7519661,6,8,1,2,5,NA,4,NA,3,7
7519664,8,3,2,7,5,NA,1,NA,6,4
7519665,1,6,5,3,10,7,4,8,9,2
7519760,3,1,2,5,8,NA,4,NA,7,6
7519908,7,5,4,9,10,2,8,3,1,6
7520084,3,7,6,2,1,4,8,5,9,10
7520241,8,7,4,1,6,3,9,2,10,5
7520243,10,2,4,5,9,8,6,7,1,3
7521663,1,5,2,8,6,9,4,10,7,3
7521712,5,9,3,6,2,7,4,8,1,10
7521713,8,7,1,6,2,NA,3,NA,4,5
7521716,3,5,4,1,8,NA,7,NA,2,6
7521718,9,6,7,8,5,4,10,3,2,1
7521901,4,6,8,7,5,2,9,1,10,3
7521947,4,10,3,9,8,6,7,5,2,1
7522048,1,4,7,5,3,8,10,9,2,6
7522086,3,8,4,10,1,6,7,5,9,2
7522108,7,2,9,6,10,4,3,5,1,8
7522263,5,2,4,7,1,9,6,8,10,3
7522273,5,7,6,4,2,10,1,9,3,8
7522428,9,7,6,2,1,3,10,4,8,5
7522441,5,8,1,9,4,6,3,7,10,2
7522474,9,4,1,6,10,3,8,2,7,5
7522709,10,5,9,3,1,6,8,7,2,4
7522760,10,9,4,8,3,6,7,5,1,2
7522781,7,9,6,1,5,2,8,3,10,4
7522783,10,6,3,8,4,1,5,2,9,7
7523051,4,2,3,5,10,7,9,6,1,8
7523053,8,6,2,1,7,9,3,10,4,5
7523074,6,10,7,5,8,4,1,3,2,9
7523894,4,5,10,1,8,7,9,6,3,2
7524210,10,1,4,3,9,7,5,6,2,8
7524211,1,3,2,7,4,5,9,6,8,10
7524212,7,6,5,2,4,10,3,9,8,1
7524219,8,2,4,1,5,6,10,7,9,3
7524382,5,7,6,2,4,9,1,8,3,10
7524600,5,4,1,9,7,2,10,3,8,6
7524603,5,3,8,7,6,9,1,10,2,4
7526741,1,5,8,6,7,3,4,2,10,9
7527141,10,9,7,2,8,5,1,4,3,6
7527144,4,3,1,7,5,8,2,9,6,10
7527145,8,4,9,3,10,7,2,6,5,1
7527148,2,5,7,3,1,10,4,9,6,8
7527149,6,2,1,7,8,4,9,5,3,10
7527182,8,10,6,9,7,2,3,1,4,5
7527207,3,10,5,1,4,8,9,7,6,2
7527315,3,7,8,4,6,1,9,2,5,10
7527321,5,10,4,3,8,7,1,6,9,2
7527353,4,8,3,6,5,2,10,1,7,9
7527366,4,9,5,10,1,7,2,6,3,8
7527372,9,10,1,2,4,5,7,6,8,3
7527553,1,10,9,3,8,7,2,6,4,5
7527555,9,4,6,5,10,2,1,3,7,8
7527558,3,7,1,10,2,4,9,5,6,8
7527582,1,7,10,4,5,2,8,3,9,6
7527587,2,5,8,9,10,4,6,3,1,7
7527588,3,10,1,6,2,4,8,5,9,7
7527605,1,5,8,7,4,2,9,3,6,10
7527610,3,4,9,8,1,5,7,6,10,2
7527611,3,2,1,7,10,5,9,4,6,8
7527639,7,4,3,2,8,6,10,5,9,1
7527652,5,8,9,7,10,2,6,3,1,4
7527741,1,6,5,7,9,4,8,3,10,2
7528016,9,6,5,7,2,3,1,4,8,10
7528076,7,9,8,1,10,4,2,5,6,3
7528078,8,10,2,5,9,4,7,3,6,1
7528079,3,9,8,10,4,1,6,2,7,5
7528212,7,9,1,3,10,5,8,4,6,2
7528314,8,7,2,10,3,6,9,5,1,4
7528362,2,6,8,5,7,NA,1,NA,3,4
7528382,7,10,5,9,8,1,6,2,4,3
7528457,2,8,1,10,3,6,9,7,4,5
7528475,7,3,6,8,2,NA,1,NA,5,4
7528621,1,10,9,3,5,8,2,7,6,4
7528622,5,3,10,8,1,7,2,6,9,4
7529497,1,7,6,5,4,9,10,8,2,3
7529541,7,6,2,9,5,3,1,4,10,8
7529590,9,3,2,8,4,6,5,7,10,1
7529748,1,5,3,8,10,7,2,6,4,9
7529887,3,4,9,7,10,1,5,2,8,6
7529889,4,8,1,3,7,6,9,5,10,2
7529890,7,5,8,1,6,3,10,4,9,2
7529956,3,2,7,9,10,4,6,5,1,8
7530073,5,3,10,8,6,1,7,2,4,9
7530089,8,7,1,10,2,4,6,5,3,9
7530090,10,9,5,2,1,7,8,6,4,3
7530101,7,2,1,6,5,9,4,10,3,8
7530110,2,6,5,8,7,3,10,4,1,9
7530149,4,3,5,2,10,8,9,7,1,6
7530161,10,6,2,8,7,3,9,4,5,1
7530224,2,10,9,8,3,6,1,5,7,4
7530275,6,5,4,2,8,NA,1,NA,3,7
7530284,9,8,3,1,5,7,4,6,10,2
7530290,7,3,2,5,1,8,10,9,6,4
7530291,9,2,10,3,8,6,4,7,5,1
7530292,8,9,5,1,10,3,6,2,7,4
7530306,5,2,4,10,6,9,3,8,1,7
7530315,10,1,3,2,4,6,7,5,8,9
7530364,2,3,6,8,7,NA,1,NA,4,5
7530366,2,6,1,3,4,NA,8,NA,5,7
7530398,6,1,5,8,7,3,9,4,2,10
7530425,7,6,10,3,5,9,2,8,4,1
7530426,4,3,6,8,1,9,2,10,7,5
7530510,3,5,10,8,4,7,2,6,9,1
7530547,9,10,8,1,5,2,7,3,4,6
7530548,3,8,9,1,4,7,2,6,10,5
7530555,6,10,3,1,5,7,9,8,2,4
7530560,7,3,2,4,10,9,1,8,5,6
7530570,10,2,1,7,6,8,3,9,4,5
7530579,NA,NA,NA,NA,1,NA,NA,NA,2,NA
7530735,3,5,1,4,2,9,6,10,7,8
7530749,2,7,8,10,1,4,9,5,6,3
7530867,9,4,3,8,6,2,7,1,10,5
7530868,6,4,2,8,7,NA,5,NA,3,1
7530877,2,6,1,8,3,10,7,9,4,5
7530899,1,2,4,3,10,9,6,8,5,7
7530912,3,1,2,5,7,NA,4,NA,6,8
7530936,4,7,8,1,6,NA,3,NA,5,2
7531806,7,9,10,1,2,6,8,5,4,3
7531807,7,2,4,3,10,8,5,9,1,6
7531953,10,3,4,9,1,7,5,6,2,8
7531954,9,1,3,10,8,6,5,7,2,4
7531970,4,10,1,3,9,8,6,7,2,5
7531984,10,9,5,8,7,4,2,3,1,6
7532013,5,3,10,2,4,6,9,7,1,8
7532028,7,10,4,8,2,5,1,6,3,9
7532043,5,1,9,7,4,2,6,3,10,8
7532099,5,10,6,4,3,8,1,7,9,2
7532100,9,1,5,2,8,6,3,7,10,4
7532104,1,2,6,5,3,9,8,10,4,7
7532109,8,1,6,4,3,10,5,9,7,2
7532112,5,10,3,8,9,6,4,7,1,2
7532124,10,3,2,7,1,5,8,6,4,9
7532159,6,10,1,5,2,9,7,8,3,4
7532161,6,4,2,5,7,10,1,9,3,8
7532173,9,2,10,8,5,6,3,7,1,4
7532197,7,5,10,3,2,9,1,8,4,6
7532224,1,6,2,5,4,10,8,9,7,3
7532226,6,4,7,8,3,1,9,2,10,5
7532231,NA,NA,NA,NA,3,NA,NA,NA,2,1
7532233,3,NA,NA,NA,2,NA,NA,NA,NA,1
7532234,NA,1,NA,NA,4,NA,5,NA,2,3
7532238,3,5,1,NA,NA,NA,2,NA,NA,4
7532287,10,7,2,6,5,3,8,4,9,1
7532289,6,2,3,7,1,9,5,10,4,8
7532304,3,10,1,4,9,5,8,6,2,7
7532391,5,2,3,1,4,7,10,6,9,8
7532401,9,3,7,6,10,2,5,1,4,8
7532515,8,6,7,5,3,9,2,10,1,4
7532526,9,3,4,6,10,8,5,7,2,1
7535999,8,7,1,6,2,3,5,4,10,9
7536191,10,5,1,8,2,6,3,7,4,9
7536194,4,2,3,1,5,9,6,10,7,8
7536210,10,9,2,4,1,6,3,7,5,8
7536316,3,4,10,1,7,5,9,6,8,2
7536317,4,6,10,7,8,3,5,2,9,1
7536318,10,4,2,1,6,7,3,8,5,9
7536370,7,5,3,10,6,9,1,8,4,2
7536397,10,3,9,8,1,6,5,7,2,4
7536538,6,8,1,10,7,5,9,4,3,2
7536563,2,6,8,7,5,NA,3,NA,4,1
7536607,5,1,8,10,7,3,4,2,6,9
7536611,7,4,2,9,1,6,3,5,10,8
7536613,1,8,2,4,5,9,3,10,6,7
7536681,10,8,2,7,4,6,3,5,1,9
7536730,3,10,7,4,8,6,2,5,9,1
7536884,2,9,1,5,8,6,4,7,3,10
7538255,5,3,NA,2,4,NA,7,NA,6,1
7538259,3,1,NA,2,5,NA,4,NA,6,7
7538261,NA,4,NA,NA,3,NA,2,NA,NA,1
7538262,4,1,NA,6,2,NA,3,NA,5,7
7538265,5,7,NA,3,6,NA,1,NA,2,4
7538266,5,4,NA,1,3,NA,6,NA,7,2
7538268,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7538269,3,2,NA,6,5,NA,1,NA,7,4
7538271,6,3,NA,7,1,NA,2,NA,4,5
7538274,4,6,NA,7,1,NA,5,NA,2,3
7538276,4,6,NA,5,2,NA,7,NA,3,1
7538278,7,1,NA,4,6,NA,3,NA,2,5
7538283,2,7,NA,4,5,NA,3,NA,1,6
7538285,6,7,NA,1,2,NA,5,NA,3,4
7538288,1,7,NA,4,6,NA,3,NA,5,2
7538296,4,3,NA,1,6,NA,7,NA,2,5
7538310,5,3,NA,6,4,NA,1,NA,2,7
7538354,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
7538359,2,NA,NA,NA,1,NA,NA,NA,NA,NA
7538364,3,6,NA,7,5,NA,2,NA,4,1
7538366,7,2,NA,3,1,NA,4,NA,6,5
7538368,4,3,NA,1,7,NA,2,NA,5,6
7538369,4,5,NA,2,3,NA,6,NA,7,1
7538371,1,2,5,3,7,9,6,10,8,4
7538372,1,7,6,2,5,3,10,4,9,8
7538373,4,6,7,3,9,2,8,1,5,10
7538384,3,1,NA,4,2,NA,7,NA,6,5
7538407,6,3,5,2,4,NA,7,NA,8,1
7538453,3,10,7,5,2,8,4,9,6,1
7538454,2,10,1,7,8,5,6,4,3,9
7538455,8,5,9,10,4,2,3,1,7,6
7538590,3,5,7,1,4,9,6,10,8,2
7538612,10,8,9,1,7,5,3,6,4,2
7538645,10,8,5,2,4,7,9,6,1,3
7538656,5,4,10,2,3,7,9,8,1,6
7538667,3,1,4,8,10,6,9,5,2,7
7538668,4,5,6,2,9,7,1,8,10,3
7538670,5,9,8,10,2,7,3,6,1,4
7538695,2,7,8,9,5,3,1,4,10,6
7538696,6,2,5,3,10,8,4,9,1,7
7538740,3,10,9,6,1,4,2,5,7,8
7538745,3,6,9,5,10,8,2,7,4,1
7538790,1,9,6,5,10,3,8,4,2,7
7538827,4,10,9,5,3,8,2,7,1,6
7538852,5,8,4,3,2,6,10,7,1,9
7538910,2,3,6,1,5,10,8,9,7,4
7539287,2,9,1,6,3,4,7,5,10,8
7539289,1,10,8,3,6,4,7,5,9,2
7539290,4,10,6,5,3,2,7,1,9,8
7539297,1,9,5,7,8,4,10,3,6,2
7539298,4,8,9,10,6,2,5,3,7,1
7539441,5,10,2,9,6,8,3,7,1,4
7539467,8,3,5,1,2,6,4,7,9,10
7539469,2,10,9,8,6,4,1,3,7,5
7540663,6,8,10,1,9,3,2,4,5,7
7540997,6,10,8,7,3,2,9,1,5,4
7541020,5,9,8,10,4,2,6,1,7,3
7541048,4,6,2,10,3,9,1,8,7,5
7541124,5,6,4,10,3,1,8,2,9,7
7541135,3,5,8,4,6,9,2,10,1,7
7541143,1,4,8,5,6,10,7,9,3,2
7541144,10,7,1,8,4,6,9,5,3,2
7541145,9,5,10,8,7,2,4,3,1,6
7541259,3,8,9,7,5,1,6,2,10,4
7541262,4,8,3,6,10,2,5,1,9,7
7541263,3,8,6,2,9,5,1,4,7,10
7541282,6,10,7,9,1,3,8,4,2,5
7541306,10,9,4,8,3,6,2,7,1,5
7541307,3,4,8,1,9,5,10,6,7,2
7541319,1,6,9,7,5,3,4,2,8,10
7541333,8,9,6,10,5,4,2,3,7,1
7541434,3,1,NA,NA,2,NA,NA,NA,NA,4
7541435,7,6,NA,1,3,NA,2,NA,4,5
7541437,5,2,NA,4,7,NA,6,NA,1,3
7541438,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
7541440,4,3,NA,6,1,NA,7,NA,2,5
7541441,3,2,NA,1,7,NA,4,NA,6,5
7541442,5,6,NA,1,4,NA,3,NA,NA,2
7541443,3,7,NA,4,2,NA,6,NA,1,5
7541445,6,5,NA,2,7,NA,3,NA,4,1
7541446,4,2,NA,1,3,NA,6,NA,7,5
7541450,4,7,NA,3,2,NA,6,NA,1,5
7541451,1,7,NA,2,5,NA,4,NA,6,3
7541456,6,1,NA,2,7,NA,3,NA,5,4
7541458,2,6,NA,5,1,NA,4,NA,7,3
7541465,6,4,NA,2,1,NA,7,NA,3,5
7541473,5,4,1,7,8,2,10,3,9,6
7541486,6,5,NA,3,2,NA,7,NA,4,1
7541488,2,3,NA,6,4,NA,1,NA,5,7
7541489,3,1,NA,5,2,NA,6,NA,4,7
7541490,7,2,NA,1,4,NA,6,NA,5,3
7541494,5,1,NA,4,7,NA,6,NA,2,3
7541497,3,7,NA,1,6,NA,5,NA,2,4
7541505,5,4,NA,1,6,NA,2,NA,7,3
7541509,2,4,NA,5,7,NA,1,NA,3,6
7541640,7,6,5,4,1,8,10,9,2,3
7541642,8,5,1,7,3,NA,6,NA,2,4
7541664,9,8,1,10,7,6,2,5,3,4
7541667,1,2,6,7,3,8,10,9,5,4
7541668,6,2,3,9,4,8,10,7,1,5
7541845,2,6,4,7,5,NA,1,NA,3,8
7542138,9,1,4,7,3,6,2,5,10,8
7542139,1,7,6,2,8,3,5,4,9,10
7542140,8,4,3,10,2,7,5,6,9,1
7542893,4,8,9,1,7,3,10,2,6,5
7542915,4,3,9,2,10,7,1,8,5,6
7543021,1,3,5,10,4,8,6,7,2,9
7543201,3,6,9,4,5,1,10,2,8,7
7543206,1,5,7,2,6,3,10,4,9,8
7543239,7,2,5,8,4,10,6,9,3,1
7543241,10,4,2,1,9,7,6,8,5,3
7543257,8,1,2,5,7,10,6,9,3,4
