Site,Participant_ID,RowNumber,session_id,age,anagrams1,anagrams2,anagrams3,anagrams4,attention,attentioncorrect,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade1,bestgrade2,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,div3filler,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,highpower,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lowpower,lposition,lratio,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,worstgrade1,worstgrade2,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
AshlandUniversity,20,201,7397218,19,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,Spring 2014,A+,5,2,1,3,5,4,5,5,5,5,2,6,4,"3,9,6,9,6,3,3,9",7,7,8,7,8,6,This Stroop task has no feedback,2,"One time one of my friends came to me asking if i wanted to go to a movie with him and he really wanted to go but was only allowed if he took one other person. I was the final say and my decision would choose the outcome of either him watching this movie he wanted to see or not see it at all. I felt bad that i could not go, therefore taking away his chance of seeing it that night.",1,1,1,1,2,1,1,3,2,3,3,3,2,3,3,2,2,2,4,1,5,NA,2,8,nursing,-1,-1,1,0,1,NA,NA,NA,NA,NA,1,2,1,1,1,4,4,2,4,3,2,3,2,2,10,4,4,1,1,2,1,10,5,5,3,4,3,3,78,6,3,7,7,6,2,5,NA,NA,NA,NA,NA,1,1,9/4/14,ERS,74,SR-II,20,6,A,Friday,5,Yes,Leaned against wall,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,240.000002,17,27,11,13,14,12,16,15,26,31,NA,NA,36,35,3,2,NA,20,21,22,19,18,32,NA,5,NA,4,6,30,34,37,29,33,0,28,10,7,9,8,NA,NA,NA,23,25,24,1,NA,9/4/14 13:38,9/4/14,13:38,9,4,14,31,35,9/4/14,9,4,14,31,35,8/25/14,8,25,14,0,25,0.108695652,0.108695652,Pass,4.5,5,3,4,3.5,2.266666667,4,2.666666667,4,4,5,2.75,HighPower,NA,1,NoCredentials,Male,BestGrade,1,0,0,1,0,2,-,CommunalMale,Communal,MaleTarget,7.4,-0.515873016,1,0
AshlandUniversity,21,205,7397377,20,party,fatal,niceo,colea,1,NA,357,330,354,351,348,345,342,339,336,333,Winter 2014,A,5,5,6,6,5,5,2,5,3,6,3,4,2,"3,6,9",7,8,7,6,6,Asian,This Stroop task has no feedback,1,NA,1,1,1,1,2,3,3,3,2,3,2,3,3,2,2,3,3,2,3,1,3,"I once went to see the dentist, I lay down under the light and the dentist looked through my tooth that had serious problem. He needed to find how deep the problem went in. So he drove an equipment and went in deep to my tooth and at that time I felt that he was really taking control of my mouth and when I felt the severe pain that came from my nerve, I felt powerless and hoped it would end quicker.",1,2,Nursing,0,-1,2,0,2,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,3,2,4,3,3,4,1,4,3,4,1,4,1,1,4,3,4,2,4,4,2,45,6,3,6,6,6,1,2,NA,NA,NA,NA,NA,2,1,9/4/14,ERS,75,II-SR,10,6,B,Monday,5,Yes,"Set clipboard down on filer, took 45 mins",8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,221.0000026,19,27,2,6,3,4,7,5,26,31,NA,NA,36,35,25,NA,24,9,10,11,NA,20,34,8,13,NA,12,14,28,29,37,30,33,0,32,18,15,17,16,NA,21,NA,NA,23,22,1,NA,9/4/14 14:27,9/4/14,14:27,9,4,14,31,35,9/4/14,9,4,14,31,35,8/25/14,8,25,14,0,25,0.108695652,0.108695652,Fail,5.5,5,5.5,4.5,3,2.6,6,2.833333333,3,4,4,2,LowPower,NA,2,NoCredentials,Female,BestGrade,1,1,1,1,1,5,+,AgenticMale,Agentic,MaleTarget,6.8,-0.349206349,-1,1
AshlandUniversity,22,209,7397497,18,patry,falat,cione,laceo,NA,I read the instructions,357,330,354,351,348,245,342,339,336,333,Senior in High School,A,4,3,1,7,3,7,3,4,1,6,3,3,2,3906019339,6,3,1,4,5,6,This Stroop task has no feedback,1,NA,1,1,1,1,3,3,3,4,2,2,2,3,4,2,3,1,3,3,4,2,15,NA,1,8,Early Childhood Education,1,2,2,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,5,5,3,2,4,3,4,4,2,11,4,5,1,1,2,1,8,5,5,3,3,4,4,70,4,2,6,6,4,2,12,NA,NA,NA,NA,NA,1,1,9/4/14,ERS,75,II-SR,20,7,B,Friday,4,Yes,"Asked about ""last term in school"", told P to put whatever thought was best",8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,155.0000017,2,33,14,15,17,19,18,16,9,30,NA,NA,36,35,8,NA,7,11,12,13,10,23,31,NA,21,20,NA,22,32,34,37,28,29,0,27,6,3,5,4,24,NA,NA,NA,26,25,1,NA,9/4/14 15:01,9/4/14,15:01,9,4,14,31,35,9/4/14,9,4,14,31,35,8/25/14,8,25,14,0,25,0.108695652,0.108695652,Pass,5,6,7,5.5,4,2.933333333,3,3,4,5,5,3,NA,5,NA,Credentials,Female,BestGrade,0,1,0,1,0,2,-,AgenticFemale,Agentic,FemaleTarget,3.8,-0.182539683,-1,0
AshlandUniversity,23,214,7399330,19,party,NA,NA,NA,NA,I read the instructions,NA,330,354,351,348,345,342,339,336,333,Spring 2014,98,5,4,1,4,3,6,4,7,2,7,3,7,4,"6,9",6,6,5,6,5,6,This Stroop task has no feedback,1,"I babysat for my job, and it helped give me experience for becoming a teacher. I think it was a good experience and I was able to do a good job. I have been babysitting since my freshman year in high school and over time I became more comfortable in doing my job.",1,1,1,1,2,1,1,4,2,2,2,3,2,3,3,1,3,3,3,2,20,NA,2,25,Intervention Specialist K-12,0,2,2,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,3,2,4,3,2,2,2,20,4,4,1,1,2,2,15,5,4,2,4,4,3,65,6,4,6,6,5,1,NA,NA,NA,NA,NA,NA,1,1,9/5/14,ANK,75,SR-II,10,6,C,Friday,3,N/A,NA,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,67.99999641,26,32,16,21,18,17,19,20,15,29,NA,NA,36,35,6,NA,5,23,24,25,22,14,31,NA,12,11,NA,13,34,33,37,30,27,0,28,10,7,9,8,NA,2,NA,NA,4,3,1,NA,9/5/14 12:22,9/5/14,12:22,9,5,14,31,36,9/5/14,9,5,14,31,36,8/25/14,8,25,14,0,25,0.119565217,0.119565217,Pass,5.5,5.5,5,6,2.5,2.466666667,6,3,4,4,4,2.25,HighPower,5,NA,Credentials,Female,BestGrade,0,0,0,0,1,1,-,AgenticMale,Agentic,MaleTarget,5.6,-0.182539683,-1,0
AshlandUniversity,24,217,7399569,18,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,Spring 2013,A+,3,4,1,4,1,6,1,7,5,6,1,7,4,"3,9,6,1",7,6,7,8,6,6,This Stroop task has no feedback,1,"One time I was put in charge of training a co worker who had just started working at my place of work. It wasn't really a memorable experience, I just showed them how to do some things and had them come back to me if they had any questions. Everything went smoothly and they seemed to catch on pretty fast.",1,1,1,1,1,1,1,3,3,2,4,2,1,4,3,1,3,2,4,2,2,NA,2,20,Nursing,0,2,1,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,2,3,5,2,1,3,2,30,3,5,1,1,3,1,1,6,5,2,5,4,2,72,4,4,7,7,6,2,3,NA,NA,NA,NA,NA,1,1,9/5/14,ANK,75,SR-II,20,7,C,Friday,5,N/A,Seemed very confused..Didnt follow directions well.,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,212.0000087,21,29,5,6,9,10,7,8,11,34,NA,NA,36,35,16,NA,15,24,25,26,23,22,32,NA,3,2,NA,4,33,28,37,31,27,0,30,20,17,19,18,12,NA,NA,NA,14,13,1,NA,9/5/14 14:26,9/5/14,14:26,9,5,14,31,36,9/5/14,9,5,14,31,36,8/25/14,8,25,14,0,25,0.119565217,0.119565217,Pass,5.5,6.5,3.5,6.5,1,2.2,7,2,3,5,5,1.75,HighPower,5,NA,Credentials,Female,BestGrade,0,0,0,1,0,1,-,AgenticFemale,Agentic,FemaleTarget,6.8,-1.182539683,-1,0
AshlandUniversity,25,2861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9/8/14,ANK,71,II-SR,10,4,A,Friday,4,Yes,Asked if they were supposed to read the directions on the written part first,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/8/14,9,8,14,31,39,8/25/14,8,25,14,0,25,NA,0.152173913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
AshlandUniversity,26,2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9/8/14,ANK,71,II-SR,20,6,A,Friday,4,Yes,Entered her own P number into the website instead of following instructions,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/8/14,9,8,14,31,39,8/25/14,8,25,14,0,25,NA,0.152173913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
AshlandUniversity,27,260,7407138,20,NA,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,7,5,6,6,6,2,6,1,4,4,3 9 6 9 6 3 3 9,6,6,5,7,5,6,This Stroop task has no feedback,1,"There have been several times where I have felt to be in the position of power with my sibling. We are 7 years apart and I am the younger one. All our lives I wanted to be in control and have anything she wanted or I wanted to have more than she had. On her birthday one year, I decided to run away because no one was giving me attention, remind you I was around the age of 7. After becoming the center of attention once no one knew where I was, I felt horrible. I realized that there was no reason I should have acted that way. I cried, and I apologized to my entire family. Not only for acting out of character but because I did indeed scare everyone.",1,1,1,1,2,2,1,3,2,2,2,3,3,3,4,2,3,1,3,1,0,NA,2,2,Biolgy,1,2,1,0,1,NA,NA,NA,NA,NA,1,2,2,1,1,3,2,2,3,4,3,3,2,2,2,5,4,1,1,1,1,3,5,5,4,3,3,4,68,7,3,7,6,4,1,2,Sping 2014,C,5,1,10,2,1,9/9/14,ERS,71,SR-II,10,7,B,Monday,4,Yes,"Ps phone vibrated several times, P did not check phone or seem distracted",8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,240.000002,10,33,21,23,26,25,22,24,NA,28,NA,NA,36,35,12,NA,11,3,4,5,2,6,27,NA,14,NA,13,15,31,29,37,32,34,0,30,19,16,18,17,NA,7,NA,NA,9,8,1,20,9/9/14 13:34,9/9/14,13:34,9,9,14,31,40,9/9/14,9,9,14,31,40,8/25/14,8,25,14,0,25,0.163043478,0.163043478,Pass,5,6.5,6.5,4.5,5,2.533333333,5.5,2.833333333,5,4,5,3.5,HighPower,NA,2,NoCredentials,Female,WorstGrade,1,0,0,1,1,3,+,AgenticMale,Agentic,MaleTarget,5.8,-0.349206349,-1,0
AshlandUniversity,28,262,7407324,21,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,Spring 2012,A,6,5,1,6,6,6,5,6,5,6,2,4,4,"3, 9, 6, 63",6,5,4,4,4,NA,This Stroop task has no feedback,1,"I am currently working as a manager and that position is one of power. I am the leader, the head, the boss of the other student workers. On a daily basis I have to delegate tasks to my fellow workers. The weird part about this is that they are my employees in a sense but they are also fellow students. We are on the same level, but not at the same time. Sometimes I do feel bad giving tasks out to them because I could just do them myself, but it is my job to delegate and if I do not have the time to oversee and do the task then I have to have them do it. But every task I give someone I make sure I can do myself and would be willing to do myself.",1,1,1,1,3,3,2,3,3,4,3,3,2,3,2,1,3,1,3,1,5,NA,1,10,NA,0,2,1,0,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,3,2,3,2,2,2,2,20,3,3,1,1,2,2,30,5,5,4,4,4,4,74,6,3,6,7,6,1,2,NA,NA,NA,NA,NA,NA,1,9/9/14,ERS,72,SR-II,20,7,B,Monday,3,No (4 Missed),NA,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,138.9999998,2,31,3,6,8,7,4,5,26,28,NA,NA,36,35,21,20,NA,11,12,13,10,9,32,NA,18,17,NA,19,34,29,37,27,33,0,30,25,22,24,23,NA,NA,14,NA,16,15,1,NA,9/9/14 14:05,9/9/14,14:05,9,9,14,31,40,9/9/14,9,9,14,31,40,8/25/14,8,25,14,0,25,0.163043478,0.163043478,Pass,5,6,4.5,4,4.5,2.333333333,6,3,3,3,5,3,HighPower,5,NA,Credentials,Female,BestGrade,1,1,0,0,1,3,+,CommunalFemale,Communal,FemaleTarget,4.6,-0.182539683,1,0
AshlandUniversity,29,269,7407467,18,Party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,Spring 2014,A,10,4,1,5,5,7,4,5,6,7,1,7,1,"3, 9, 6, 9, 6, 3, 3, 9",9,7,7,4,7,6,This Stroop task has no feedback,1,NA,1,1,1,1,1,1,1,3,2,3,3,3,3,4,4,4,4,4,4,1,10,"A situation in which someone else had power over me occurred when I experienced working with my new boss at work for the first time. It was fast food, I was a teenager, and it was nothing glamorous but my former boss had made the experience quite enjoyable. She'd been replaced and the new boss was not a team player, the way she had been. He liked to order people around and yell when tasks weren't done exactly as he wanted them, even though he rarely specified exactly what he wanted. I went along with my work, feeling pretty irritated, because I knew I needed the money. It's not a job I'm very fond of anymore.",2,12,Psychology,0,3,1,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,4,4,4,4,4,2,2,2,NA,10,4,4,1,1,2,2,12,5,5,3,3,3,3,70,6,2,7,7,5,1,10,NA,NA,NA,NA,NA,1,1,9/9/14,ERS,72,II-SR,10,7,C,Monday,5,N/A,NA,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,92.00000768,20,31,2,4,6,3,7,5,25,29,NA,NA,36,35,19,NA,18,15,16,17,NA,26,33,14,9,8,NA,10,28,32,37,27,34,0,30,24,21,23,22,NA,NA,11,NA,13,12,1,NA,9/9/14 14:45,9/9/14,14:45,9,9,14,31,40,9/9/14,9,9,14,31,40,8/25/14,8,25,14,0,25,0.163043478,0.163043478,Pass,6,7,3.5,5,2.5,2.8,4,2.666666667,4,4,5,3,LowPower,5,NA,Credentials,Female,BestGrade,1,0,NA,0,1,NA,NA,CommunalFemale,Communal,FemaleTarget,6.8,-0.515873016,-1,0
AshlandUniversity,30,284,7408019,18,party,fatal,conie,NA,NA,i read the instructions,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,6,3,7,2,6,5,6,2,7,2,3 9 6 9 4 3 3 9,8,8,9,9,9,6,This Stroop task has no feedback,2,This situation was over the summer when I was in a management position.  I enjoyed my time very much and I feel I help new people learn what they were suppose to know well and was able to communicate well with them.,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,2,3,1,3,2,8,NA,1,2,Integrated Social Studies,0,2,2,1,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,3,2,2,3,4,2,5,3,3,1,1,2,2,9,5,6,2,5,4,2,72,6,3,6,6,4,1,2,Spring 2014,c,8,1,7,1,1,9/9/14,ANK,72,II-SR,20,7,C,Friday,5,N/A,NA,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,144.9999962,11,29,2,5,7,3,6,4,NA,31,NA,NA,36,35,19,18,NA,21,22,23,20,12,32,NA,25,NA,24,26,30,34,37,28,33,0,27,16,13,15,14,8,NA,NA,NA,10,9,1,17,9/9/14 16:59,9/9/14,16:59,9,9,14,31,40,9/9/14,9,9,14,31,40,8/25/14,8,25,14,0,25,0.163043478,0.163043478,Pass,6,6.5,4.5,5.5,1.5,2.466666667,6,2.666666667,3,3,6,1.75,HighPower,NA,1,NoCredentials,Male,WorstGrade,0,1,0,0,1,2,-,AgenticFemale,Agentic,FemaleTarget,8.6,-0.515873016,1,0
AshlandUniversity,31,2986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9/9/14,ANK,72,SR-II,10,5,A,Friday,5,Yes,Leaned on wall,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/9/14,9,9,14,31,40,8/25/14,8,25,14,0,25,NA,0.163043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
AshlandUniversity,32,2868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9/9/14,ANK,72,SR-II,20,5,A,Friday,5,Yes,"Set clipboard on table first, then picked it up to actually complete the task.",8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,NA,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/9/14,9,9,14,31,40,8/25/14,8,25,14,0,25,NA,0.163043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
